location,date,vaccine,total_vaccinations
European Union,3/24/2022,Valneva,0
European Union,3/25/2022,Covaxin,85
European Union,3/25/2022,Johnson&Johnson,18572421
European Union,3/25/2022,Moderna,147157296
European Union,3/25/2022,Novavax,116158
European Union,3/25/2022,Oxford/AstraZeneca,67130063
European Union,3/25/2022,Pfizer/BioNTech,604649331
European Union,3/25/2022,Sinopharm/Beijing,2307608
European Union,3/25/2022,Sinovac,6435
European Union,3/25/2022,Sputnik V,1845102
European Union,3/25/2022,Valneva,0
European Union,3/26/2022,Covaxin,85
European Union,3/26/2022,Johnson&Johnson,18572547
European Union,3/26/2022,Moderna,147180838
European Union,3/26/2022,Novavax,121454
European Union,3/26/2022,Oxford/AstraZeneca,67130094
European Union,3/26/2022,Pfizer/BioNTech,604749943
European Union,3/26/2022,Sinopharm/Beijing,2307608
European Union,3/26/2022,Sinovac,6435
European Union,3/26/2022,Sputnik V,1845102
European Union,3/26/2022,Valneva,0
European Union,3/27/2022,Covaxin,85
European Union,3/27/2022,Johnson&Johnson,18572651
European Union,3/27/2022,Moderna,147187623
European Union,3/27/2022,Novavax,123573
European Union,3/27/2022,Oxford/AstraZeneca,67130094
European Union,3/27/2022,Pfizer/BioNTech,604775876
European Union,3/27/2022,Sinopharm/Beijing,2307608
European Union,3/27/2022,Sinovac,6435
European Union,3/27/2022,Sputnik V,1845102
European Union,3/27/2022,Valneva,0
European Union,3/28/2022,Covaxin,85
European Union,3/28/2022,Johnson&Johnson,18572894
European Union,3/28/2022,Moderna,147219149
European Union,3/28/2022,Novavax,128338
European Union,3/28/2022,Oxford/AstraZeneca,67130195
European Union,3/28/2022,Pfizer/BioNTech,604915341
European Union,3/28/2022,Sinopharm/Beijing,2307608
European Union,3/28/2022,Sinovac,6435
European Union,3/28/2022,Sputnik V,1845102
European Union,3/28/2022,Valneva,0
European Union,3/29/2022,Covaxin,85
European Union,3/29/2022,Johnson&Johnson,18573296
European Union,3/29/2022,Moderna,147261219
European Union,3/29/2022,Novavax,132572
European Union,3/29/2022,Oxford/AstraZeneca,67130596
European Union,3/29/2022,Pfizer/BioNTech,605126073
European Union,3/29/2022,Sinopharm/Beijing,2307608
European Union,3/29/2022,Sinovac,6435
European Union,3/29/2022,Sputnik V,1845102
European Union,3/29/2022,Valneva,0
European Union,3/30/2022,Covaxin,85
European Union,3/30/2022,Johnson&Johnson,18573675
European Union,3/30/2022,Moderna,147309415
European Union,3/30/2022,Novavax,136904
European Union,3/30/2022,Oxford/AstraZeneca,67130659
European Union,3/30/2022,Pfizer/BioNTech,605355762
European Union,3/30/2022,Sinopharm/Beijing,2307608
European Union,3/30/2022,Sinovac,6435
European Union,3/30/2022,Sputnik V,1845102
European Union,3/30/2022,Valneva,0
European Union,3/31/2022,Covaxin,85
European Union,3/31/2022,Johnson&Johnson,18573954
European Union,3/31/2022,Moderna,147356911
European Union,3/31/2022,Novavax,140530
European Union,3/31/2022,Oxford/AstraZeneca,67130704
European Union,3/31/2022,Pfizer/BioNTech,605577261
European Union,3/31/2022,Sinopharm/Beijing,2307608
European Union,3/31/2022,Sinovac,6435
European Union,3/31/2022,Sputnik V,1845102
European Union,3/31/2022,Valneva,0
European Union,4/1/2022,Covaxin,85
European Union,4/1/2022,Johnson&Johnson,18579188
European Union,4/1/2022,Moderna,147763342
European Union,4/1/2022,Novavax,146800
European Union,4/1/2022,Oxford/AstraZeneca,67130795
European Union,4/1/2022,Pfizer/BioNTech,606279277
European Union,4/1/2022,Sinopharm/Beijing,2308666
European Union,4/1/2022,Sinovac,6439
European Union,4/1/2022,Sputnik V,1845102
European Union,4/1/2022,Valneva,0
European Union,4/2/2022,Covaxin,85
European Union,4/2/2022,Johnson&Johnson,18579312
European Union,4/2/2022,Moderna,147779935
European Union,4/2/2022,Novavax,149631
European Union,4/2/2022,Oxford/AstraZeneca,67130826
European Union,4/2/2022,Pfizer/BioNTech,606349942
European Union,4/2/2022,Sinopharm/Beijing,2308666
European Union,4/2/2022,Sinovac,6439
European Union,4/2/2022,Sputnik V,1845102
European Union,4/2/2022,Valneva,0
European Union,4/3/2022,Covaxin,85
European Union,4/3/2022,Johnson&Johnson,18579448
European Union,4/3/2022,Moderna,147784461
European Union,4/3/2022,Novavax,150194
European Union,4/3/2022,Oxford/AstraZeneca,67130826
European Union,4/3/2022,Pfizer/BioNTech,606369454
European Union,4/3/2022,Sinopharm/Beijing,2308666
European Union,4/3/2022,Sinovac,6439
European Union,4/3/2022,Sputnik V,1845102
European Union,4/3/2022,Valneva,0
European Union,4/4/2022,Covaxin,85
European Union,4/4/2022,Johnson&Johnson,18579641
European Union,4/4/2022,Moderna,147807173
European Union,4/4/2022,Novavax,152358
European Union,4/4/2022,Oxford/AstraZeneca,67130828
European Union,4/4/2022,Pfizer/BioNTech,606486817
European Union,4/4/2022,Sinopharm/Beijing,2308666
European Union,4/4/2022,Sinovac,6439
European Union,4/4/2022,Sputnik V,1845102
European Union,4/4/2022,Valneva,0
European Union,4/5/2022,Covaxin,85
European Union,4/5/2022,Johnson&Johnson,18579968
European Union,4/5/2022,Moderna,147842704
European Union,4/5/2022,Novavax,154355
European Union,4/5/2022,Oxford/AstraZeneca,67131209
European Union,4/5/2022,Pfizer/BioNTech,606686996
European Union,4/5/2022,Sinopharm/Beijing,2308666
European Union,4/5/2022,Sinovac,6439
European Union,4/5/2022,Sputnik V,1845102
European Union,4/5/2022,Valneva,0
European Union,4/6/2022,Covaxin,85
European Union,4/6/2022,Johnson&Johnson,18580233
European Union,4/6/2022,Moderna,147884317
European Union,4/6/2022,Novavax,156847
European Union,4/6/2022,Oxford/AstraZeneca,67131209
European Union,4/6/2022,Pfizer/BioNTech,606904934
European Union,4/6/2022,Sinopharm/Beijing,2308666
European Union,4/6/2022,Sinovac,6439
European Union,4/6/2022,Sputnik V,1845102
European Union,4/6/2022,Valneva,0
European Union,4/7/2022,Covaxin,85
European Union,4/7/2022,Johnson&Johnson,18580542
European Union,4/7/2022,Moderna,147924245
European Union,4/7/2022,Novavax,158833
European Union,4/7/2022,Oxford/AstraZeneca,67131209
European Union,4/7/2022,Pfizer/BioNTech,607132653
European Union,4/7/2022,Sinopharm/Beijing,2308666
European Union,4/7/2022,Sinovac,6439
European Union,4/7/2022,Sputnik V,1845102
European Union,4/7/2022,Valneva,0
European Union,4/8/2022,Covaxin,85
European Union,4/8/2022,Johnson&Johnson,18585754
European Union,4/8/2022,Moderna,148309735
European Union,4/8/2022,Novavax,164980
European Union,4/8/2022,Oxford/AstraZeneca,67131290
European Union,4/8/2022,Pfizer/BioNTech,607862702
European Union,4/8/2022,Sinopharm/Beijing,2309530
European Union,4/8/2022,Sinovac,6443
European Union,4/8/2022,Sputnik V,1845102
European Union,4/8/2022,Valneva,0
European Union,4/9/2022,Covaxin,85
European Union,4/9/2022,Johnson&Johnson,18585872
European Union,4/9/2022,Moderna,148326380
European Union,4/9/2022,Novavax,166922
European Union,4/9/2022,Oxford/AstraZeneca,67131290
European Union,4/9/2022,Pfizer/BioNTech,607936550
European Union,4/9/2022,Sinopharm/Beijing,2309530
European Union,4/9/2022,Sinovac,6443
European Union,4/9/2022,Sputnik V,1845102
European Union,4/9/2022,Valneva,0
European Union,4/10/2022,Covaxin,85
European Union,4/10/2022,Johnson&Johnson,18585984
European Union,4/10/2022,Moderna,148329943
European Union,4/10/2022,Novavax,167319
European Union,4/10/2022,Oxford/AstraZeneca,67131290
European Union,4/10/2022,Pfizer/BioNTech,607955813
European Union,4/10/2022,Sinopharm/Beijing,2309530
European Union,4/10/2022,Sinovac,6443
European Union,4/10/2022,Sputnik V,1845102
European Union,4/10/2022,Valneva,0
European Union,4/11/2022,Covaxin,85
European Union,4/11/2022,Johnson&Johnson,18586176
European Union,4/11/2022,Moderna,148350063
European Union,4/11/2022,Novavax,168783
European Union,4/11/2022,Oxford/AstraZeneca,67131337
European Union,4/11/2022,Pfizer/BioNTech,608069995
European Union,4/11/2022,Sinopharm/Beijing,2309530
European Union,4/11/2022,Sinovac,6443
European Union,4/11/2022,Sputnik V,1845102
European Union,4/11/2022,Valneva,0
European Union,4/12/2022,Covaxin,85
European Union,4/12/2022,Johnson&Johnson,18586430
European Union,4/12/2022,Moderna,148378572
European Union,4/12/2022,Novavax,170323
European Union,4/12/2022,Oxford/AstraZeneca,67131370
European Union,4/12/2022,Pfizer/BioNTech,608250376
European Union,4/12/2022,Sinopharm/Beijing,2309530
European Union,4/12/2022,Sinovac,6443
European Union,4/12/2022,Sputnik V,1845102
European Union,4/12/2022,Valneva,0
European Union,4/13/2022,Covaxin,85
European Union,4/13/2022,Johnson&Johnson,18586747
European Union,4/13/2022,Moderna,148407951
European Union,4/13/2022,Novavax,172159
European Union,4/13/2022,Oxford/AstraZeneca,67131391
European Union,4/13/2022,Pfizer/BioNTech,608432303
European Union,4/13/2022,Sinopharm/Beijing,2309530
European Union,4/13/2022,Sinovac,6443
European Union,4/13/2022,Sputnik V,1845102
European Union,4/13/2022,Valneva,0
European Union,4/14/2022,Covaxin,85
European Union,4/14/2022,Johnson&Johnson,18586933
European Union,4/14/2022,Moderna,148436460
European Union,4/14/2022,Novavax,174007
European Union,4/14/2022,Oxford/AstraZeneca,67131507
European Union,4/14/2022,Pfizer/BioNTech,608603184
European Union,4/14/2022,Sinopharm/Beijing,2309530
European Union,4/14/2022,Sinovac,6443
European Union,4/14/2022,Sputnik V,1845102
European Union,4/14/2022,Valneva,0
European Union,4/15/2022,Covaxin,85
European Union,4/15/2022,Johnson&Johnson,18591380
European Union,4/15/2022,Moderna,148709960
European Union,4/15/2022,Novavax,176811
European Union,4/15/2022,Oxford/AstraZeneca,67131557
European Union,4/15/2022,Pfizer/BioNTech,609074810
European Union,4/15/2022,Sinopharm/Beijing,2310183
European Union,4/15/2022,Sinovac,6445
European Union,4/15/2022,Sputnik V,1845102
European Union,4/15/2022,Valneva,0
European Union,4/16/2022,Covaxin,85
European Union,4/16/2022,Johnson&Johnson,18591500
European Union,4/16/2022,Moderna,148716448
European Union,4/16/2022,Novavax,177611
European Union,4/16/2022,Oxford/AstraZeneca,67131557
European Union,4/16/2022,Pfizer/BioNTech,609112922
European Union,4/16/2022,Sinopharm/Beijing,2310183
European Union,4/16/2022,Sinovac,6445
European Union,4/16/2022,Sputnik V,1845102
European Union,4/16/2022,Valneva,0
European Union,4/17/2022,Covaxin,85
European Union,4/17/2022,Johnson&Johnson,18591593
European Union,4/17/2022,Moderna,148717270
European Union,4/17/2022,Novavax,177697
European Union,4/17/2022,Oxford/AstraZeneca,67131557
European Union,4/17/2022,Pfizer/BioNTech,609118329
European Union,4/17/2022,Sinopharm/Beijing,2310183
European Union,4/17/2022,Sinovac,6445
European Union,4/17/2022,Sputnik V,1845102
European Union,4/17/2022,Valneva,0
European Union,4/18/2022,Covaxin,85
European Union,4/18/2022,Johnson&Johnson,18591697
European Union,4/18/2022,Moderna,148718651
European Union,4/18/2022,Novavax,177841
European Union,4/18/2022,Oxford/AstraZeneca,67131557
European Union,4/18/2022,Pfizer/BioNTech,609127217
European Union,4/18/2022,Sinopharm/Beijing,2310183
European Union,4/18/2022,Sinovac,6445
European Union,4/18/2022,Sputnik V,1845102
European Union,4/18/2022,Valneva,0
European Union,4/19/2022,Covaxin,85
European Union,4/19/2022,Johnson&Johnson,18591863
European Union,4/19/2022,Moderna,148741554
European Union,4/19/2022,Novavax,179598
European Union,4/19/2022,Oxford/AstraZeneca,67131567
European Union,4/19/2022,Pfizer/BioNTech,609270826
European Union,4/19/2022,Sinopharm/Beijing,2310183
European Union,4/19/2022,Sinovac,6445
European Union,4/19/2022,Sputnik V,1845102
European Union,4/19/2022,Valneva,0
European Union,4/20/2022,Covaxin,85
European Union,4/20/2022,Johnson&Johnson,18592067
European Union,4/20/2022,Moderna,148770061
European Union,4/20/2022,Novavax,181401
European Union,4/20/2022,Oxford/AstraZeneca,67131584
European Union,4/20/2022,Pfizer/BioNTech,609430914
European Union,4/20/2022,Sinopharm/Beijing,2310183
European Union,4/20/2022,Sinovac,6446
European Union,4/20/2022,Sputnik V,1845102
European Union,4/20/2022,Valneva,0
European Union,4/21/2022,Covaxin,85
European Union,4/21/2022,Johnson&Johnson,18592238
European Union,4/21/2022,Moderna,148800359
European Union,4/21/2022,Novavax,182899
European Union,4/21/2022,Oxford/AstraZeneca,67131586
European Union,4/21/2022,Pfizer/BioNTech,609605680
European Union,4/21/2022,Sinopharm/Beijing,2310183
European Union,4/21/2022,Sinovac,6446
European Union,4/21/2022,Sputnik V,1845102
European Union,4/21/2022,Valneva,0
European Union,4/22/2022,Covaxin,85
European Union,4/22/2022,Johnson&Johnson,18596405
European Union,4/22/2022,Moderna,149084564
European Union,4/22/2022,Novavax,187382
European Union,4/22/2022,Oxford/AstraZeneca,67131640
European Union,4/22/2022,Pfizer/BioNTech,610220250
European Union,4/22/2022,Sinopharm/Beijing,2310778
European Union,4/22/2022,Sinovac,6452
European Union,4/22/2022,Sputnik V,1845102
European Union,4/22/2022,Valneva,0
European Union,4/23/2022,Covaxin,85
European Union,4/23/2022,Johnson&Johnson,18596520
European Union,4/23/2022,Moderna,149100602
European Union,4/23/2022,Novavax,188603
European Union,4/23/2022,Oxford/AstraZeneca,67131656
European Union,4/23/2022,Pfizer/BioNTech,610284920
European Union,4/23/2022,Sinopharm/Beijing,2310778
European Union,4/23/2022,Sinovac,6452
European Union,4/23/2022,Sputnik V,1845102
European Union,4/23/2022,Valneva,0
European Union,4/24/2022,Covaxin,85
European Union,4/24/2022,Johnson&Johnson,18596617
European Union,4/24/2022,Moderna,149104157
European Union,4/24/2022,Novavax,188851
European Union,4/24/2022,Oxford/AstraZeneca,67131659
European Union,4/24/2022,Pfizer/BioNTech,610299615
European Union,4/24/2022,Sinopharm/Beijing,2310778
European Union,4/24/2022,Sinovac,6452
European Union,4/24/2022,Sputnik V,1845102
European Union,4/24/2022,Valneva,0
European Union,4/25/2022,Covaxin,85
European Union,4/25/2022,Johnson&Johnson,18596808
European Union,4/25/2022,Moderna,149115755
European Union,4/25/2022,Novavax,189816
European Union,4/25/2022,Oxford/AstraZeneca,67131663
European Union,4/25/2022,Pfizer/BioNTech,610383531
European Union,4/25/2022,Sinopharm/Beijing,2310778
European Union,4/25/2022,Sinovac,6452
European Union,4/25/2022,Sputnik V,1845102
European Union,4/25/2022,Valneva,0
European Union,4/26/2022,Covaxin,85
European Union,4/26/2022,Johnson&Johnson,18597784
European Union,4/26/2022,Moderna,149148254
European Union,4/26/2022,Novavax,191171
European Union,4/26/2022,Oxford/AstraZeneca,67132284
European Union,4/26/2022,Pfizer/BioNTech,610576182
European Union,4/26/2022,Sinopharm/Beijing,2310778
European Union,4/26/2022,Sinovac,6452
European Union,4/26/2022,Sputnik V,1845102
European Union,4/26/2022,Valneva,0
European Union,4/27/2022,Covaxin,85
European Union,4/27/2022,Johnson&Johnson,18597980
European Union,4/27/2022,Moderna,149180701
European Union,4/27/2022,Novavax,192666
European Union,4/27/2022,Oxford/AstraZeneca,67132289
European Union,4/27/2022,Pfizer/BioNTech,610764490
European Union,4/27/2022,Sinopharm/Beijing,2310778
European Union,4/27/2022,Sinovac,6452
European Union,4/27/2022,Sputnik V,1845102
European Union,4/27/2022,Valneva,0
European Union,4/28/2022,Covaxin,85
European Union,4/28/2022,Johnson&Johnson,18598188
European Union,4/28/2022,Moderna,149212528
European Union,4/28/2022,Novavax,193883
European Union,4/28/2022,Oxford/AstraZeneca,67132291
European Union,4/28/2022,Pfizer/BioNTech,610958759
European Union,4/28/2022,Sinopharm/Beijing,2310778
European Union,4/28/2022,Sinovac,6452
European Union,4/28/2022,Sputnik V,1845102
European Union,4/28/2022,Valneva,0
European Union,4/29/2022,Covaxin,85
European Union,4/29/2022,Johnson&Johnson,18602470
European Union,4/29/2022,Moderna,149445580
European Union,4/29/2022,Novavax,198077
European Union,4/29/2022,Oxford/AstraZeneca,67133606
European Union,4/29/2022,Pfizer/BioNTech,611581788
European Union,4/29/2022,Sinopharm/Beijing,2311515
European Union,4/29/2022,Sinovac,6461
European Union,4/29/2022,Sputnik V,1845102
European Union,4/29/2022,Valneva,0
European Union,4/30/2022,Covaxin,85
European Union,4/30/2022,Johnson&Johnson,18602590
European Union,4/30/2022,Moderna,149459893
European Union,4/30/2022,Novavax,199157
European Union,4/30/2022,Oxford/AstraZeneca,67133612
European Union,4/30/2022,Pfizer/BioNTech,611646174
European Union,4/30/2022,Sinopharm/Beijing,2311515
European Union,4/30/2022,Sinovac,6461
European Union,4/30/2022,Sputnik V,1845102
European Union,4/30/2022,Valneva,0
European Union,5/1/2022,Covaxin,85
European Union,5/1/2022,Johnson&Johnson,18602677
European Union,5/1/2022,Moderna,149462026
European Union,5/1/2022,Novavax,199291
European Union,5/1/2022,Oxford/AstraZeneca,67133613
European Union,5/1/2022,Pfizer/BioNTech,611654420
European Union,5/1/2022,Sinopharm/Beijing,2311515
European Union,5/1/2022,Sinovac,6461
European Union,5/1/2022,Sputnik V,1845102
European Union,5/1/2022,Valneva,0
European Union,5/2/2022,Covaxin,85
European Union,5/2/2022,Johnson&Johnson,18602860
European Union,5/2/2022,Moderna,149480844
European Union,5/2/2022,Novavax,200037
European Union,5/2/2022,Oxford/AstraZeneca,67133635
European Union,5/2/2022,Pfizer/BioNTech,611750140
European Union,5/2/2022,Sinopharm/Beijing,2311515
European Union,5/2/2022,Sinovac,6461
European Union,5/2/2022,Sputnik V,1845102
European Union,5/2/2022,Valneva,0
European Union,5/3/2022,Covaxin,85
European Union,5/3/2022,Johnson&Johnson,18603202
European Union,5/3/2022,Moderna,149507824
European Union,5/3/2022,Novavax,201008
European Union,5/3/2022,Oxford/AstraZeneca,67134008
European Union,5/3/2022,Pfizer/BioNTech,611913786
European Union,5/3/2022,Sinopharm/Beijing,2311515
European Union,5/3/2022,Sinovac,6461
European Union,5/3/2022,Sputnik V,1845102
European Union,5/3/2022,Valneva,0
European Union,5/4/2022,Covaxin,85
European Union,5/4/2022,Johnson&Johnson,18603375
European Union,5/4/2022,Moderna,149543372
European Union,5/4/2022,Novavax,202130
European Union,5/4/2022,Oxford/AstraZeneca,67134013
European Union,5/4/2022,Pfizer/BioNTech,612117653
European Union,5/4/2022,Sinopharm/Beijing,2311515
European Union,5/4/2022,Sinovac,6461
European Union,5/4/2022,Sputnik V,1845102
