location,date,vaccine,total_vaccinations
Poland,4/1/2022,Novavax,5968
Poland,4/1/2022,Oxford/AstraZeneca,5288999
Poland,4/1/2022,Pfizer/BioNTech,38630568
Poland,4/8/2022,Johnson&Johnson,2691045
Poland,4/8/2022,Moderna,3640606
Poland,4/8/2022,Novavax,6952
Poland,4/8/2022,Oxford/AstraZeneca,5289003
Poland,4/8/2022,Pfizer/BioNTech,38675765
Poland,4/15/2022,Johnson&Johnson,2693239
Poland,4/15/2022,Moderna,3642566
Poland,4/15/2022,Novavax,7622
Poland,4/15/2022,Oxford/AstraZeneca,5289006
Poland,4/15/2022,Pfizer/BioNTech,38711166
Poland,4/22/2022,Johnson&Johnson,2695516
Poland,4/22/2022,Moderna,3644723
Poland,4/22/2022,Novavax,8329
Poland,4/22/2022,Oxford/AstraZeneca,5289007
Poland,4/22/2022,Pfizer/BioNTech,38750989
Poland,4/29/2022,Johnson&Johnson,2697798
Poland,4/29/2022,Moderna,3646549
Poland,4/29/2022,Novavax,8933
Poland,4/29/2022,Pfizer/BioNTech,38791985
Poland,5/6/2022,Johnson&Johnson,2699466
Poland,5/6/2022,Moderna,3648054
Poland,5/6/2022,Novavax,9372
Poland,5/6/2022,Pfizer/BioNTech,38820209
Poland,5/13/2022,Johnson&Johnson,2701397
Poland,5/13/2022,Moderna,3649452
Poland,5/13/2022,Novavax,9809
Poland,5/13/2022,Oxford/AstraZeneca,5289009
Poland,5/13/2022,Pfizer/BioNTech,38852615
Poland,5/20/2022,Johnson&Johnson,2703271
Poland,5/20/2022,Moderna,3650621
Poland,5/20/2022,Novavax,10173
Poland,5/20/2022,Oxford/AstraZeneca,5289012
Poland,5/20/2022,Pfizer/BioNTech,38881550
Poland,5/27/2022,Johnson&Johnson,2704992
Poland,5/27/2022,Moderna,3651648
Poland,5/27/2022,Novavax,10477
Poland,5/27/2022,Pfizer/BioNTech,38905677
Poland,6/3/2022,Johnson&Johnson,2706312
Poland,6/3/2022,Moderna,3652404
Poland,6/3/2022,Novavax,10739
Poland,6/3/2022,Oxford/AstraZeneca,5289015
Poland,6/3/2022,Pfizer/BioNTech,38924253
Poland,6/10/2022,Johnson&Johnson,2707382
Poland,6/10/2022,Moderna,3652899
Poland,6/10/2022,Novavax,10917
Poland,6/10/2022,Pfizer/BioNTech,38938527
Poland,6/17/2022,Johnson&Johnson,2708204
Poland,6/17/2022,Moderna,3653331
Poland,6/17/2022,Novavax,11033
Poland,6/17/2022,Pfizer/BioNTech,38947900
Poland,6/24/2022,Johnson&Johnson,2709038
Poland,6/24/2022,Moderna,3653706
Poland,6/24/2022,Novavax,11165
Poland,6/24/2022,Oxford/AstraZeneca,5289016
Poland,6/24/2022,Pfizer/BioNTech,38958720
Poland,6/28/2022,Johnson&Johnson,2709143
Poland,6/28/2022,Moderna,3653799
Poland,6/28/2022,Novavax,11197
Poland,6/28/2022,Pfizer/BioNTech,38960970
Poland,7/1/2022,Johnson&Johnson,2709749
Poland,7/1/2022,Moderna,3654060
Poland,7/1/2022,Novavax,11310
Poland,7/1/2022,Pfizer/BioNTech,38968685
Poland,7/8/2022,Johnson&Johnson,2710677
Poland,7/8/2022,Moderna,3654597
Poland,7/8/2022,Novavax,11516
Poland,7/8/2022,Pfizer/BioNTech,38981318
Poland,7/12/2022,Johnson&Johnson,2710887
Poland,7/12/2022,Moderna,3654788
Poland,7/12/2022,Novavax,11556
Poland,7/12/2022,Pfizer/BioNTech,38984938
Poland,7/15/2022,Johnson&Johnson,2711774
Poland,7/15/2022,Moderna,3655365
Poland,7/15/2022,Novavax,11726
Poland,7/15/2022,Pfizer/BioNTech,38998354
Poland,7/22/2022,Johnson&Johnson,2712771
Poland,7/22/2022,Moderna,3656120
Poland,7/22/2022,Novavax,11956
Poland,7/22/2022,Pfizer/BioNTech,39014745
Poland,7/29/2022,Johnson&Johnson,2713817
Poland,7/29/2022,Moderna,3657133
Poland,7/29/2022,Novavax,12158
Poland,7/29/2022,Oxford/AstraZeneca,5289019
Poland,7/29/2022,Pfizer/BioNTech,39039560
Poland,8/5/2022,Johnson&Johnson,2714804
Poland,8/5/2022,Moderna,3658104
Poland,8/5/2022,Novavax,12349
Poland,8/5/2022,Oxford/AstraZeneca,5289020
Poland,8/5/2022,Pfizer/BioNTech,39072573
Poland,8/9/2022,Moderna,3658309
Poland,8/9/2022,Pfizer/BioNTech,39092782
Poland,8/12/2022,Johnson&Johnson,2715779
Poland,8/12/2022,Moderna,3658917
Poland,8/12/2022,Novavax,12523
Poland,8/12/2022,Oxford/AstraZeneca,5289021
Poland,8/12/2022,Pfizer/BioNTech,39103524
Poland,8/19/2022,Johnson&Johnson,2716648
Poland,8/19/2022,Moderna,3659468
Poland,8/19/2022,Novavax,12683
Poland,8/19/2022,Oxford/AstraZeneca,5289022
Poland,8/19/2022,Pfizer/BioNTech,39125551
Poland,8/23/2022,Johnson&Johnson,2716622
Poland,8/23/2022,Moderna,3659944
Poland,8/23/2022,Novavax,12777
Poland,8/23/2022,Pfizer/BioNTech,39152703
Poland,8/26/2022,Johnson&Johnson,2717541
Poland,8/26/2022,Moderna,3659997
Poland,8/26/2022,Novavax,12838
Poland,8/26/2022,Oxford/AstraZeneca,5289023
Poland,8/26/2022,Pfizer/BioNTech,39147556
Poland,9/2/2022,Johnson&Johnson,2718423
Poland,9/2/2022,Moderna,3660584
Poland,9/2/2022,Novavax,13077
Poland,9/2/2022,Pfizer/BioNTech,39166987
Poland,9/6/2022,Johnson&Johnson,2718460
Poland,9/6/2022,Moderna,3660895
Poland,9/6/2022,Novavax,13116
Poland,9/6/2022,Oxford/AstraZeneca,5289027
Poland,9/6/2022,Pfizer/BioNTech,39183937
Poland,9/9/2022,Johnson&Johnson,2719345
Poland,9/9/2022,Moderna,3660993
Poland,9/9/2022,Novavax,13206
Poland,9/9/2022,Oxford/AstraZeneca,5289029
Poland,9/9/2022,Pfizer/BioNTech,39183750
Poland,9/16/2022,Johnson&Johnson,2720092
Poland,9/16/2022,Moderna,3661771
Poland,9/16/2022,Novavax,13403
Poland,9/16/2022,Oxford/AstraZeneca,5289031
Poland,9/16/2022,Pfizer/BioNTech,39198156
Poland,9/20/2022,Johnson&Johnson,2720217
Poland,9/20/2022,Moderna,3662399
Poland,9/20/2022,Novavax,13434
Poland,9/20/2022,Oxford/AstraZeneca,5289035
Poland,9/20/2022,Pfizer/BioNTech,39200423
Portugal,1/1/2021,Moderna,7
Portugal,1/1/2021,Pfizer/BioNTech,5160
Portugal,1/1/2021,Sinopharm/Beijing,3
Portugal,1/1/2021,Sinovac,2
Portugal,1/8/2021,Covaxin,1
Portugal,1/8/2021,Johnson&Johnson,23
Portugal,1/8/2021,Moderna,120
Portugal,1/8/2021,Oxford/AstraZeneca,59
Portugal,1/8/2021,Pfizer/BioNTech,85477
Portugal,1/8/2021,Sinopharm/Beijing,13
Portugal,1/8/2021,Sinovac,6
Portugal,1/15/2021,Johnson&Johnson,26
Portugal,1/15/2021,Moderna,1739
Portugal,1/15/2021,Oxford/AstraZeneca,169
Portugal,1/15/2021,Pfizer/BioNTech,135553
Portugal,1/15/2021,Sinopharm/Beijing,28
Portugal,1/15/2021,Sinovac,9
Portugal,1/22/2021,Covaxin,2
Portugal,1/22/2021,Johnson&Johnson,28
Portugal,1/22/2021,Moderna,3454
Portugal,1/22/2021,Novavax,1
Portugal,1/22/2021,Oxford/AstraZeneca,375
Portugal,1/22/2021,Pfizer/BioNTech,289606
Portugal,1/22/2021,Sinopharm/Beijing,45
Portugal,1/22/2021,Sinovac,87
Portugal,1/29/2021,Covaxin,3
Portugal,1/29/2021,Johnson&Johnson,32
Portugal,1/29/2021,Moderna,4176
Portugal,1/29/2021,Novavax,2
Portugal,1/29/2021,Oxford/AstraZeneca,744
Portugal,1/29/2021,Pfizer/BioNTech,377351
Portugal,1/29/2021,Sinopharm/Beijing,65
Portugal,1/29/2021,Sinovac,145
Portugal,2/5/2021,Johnson&Johnson,59
Portugal,2/5/2021,Moderna,11502
Portugal,2/5/2021,Novavax,4
Portugal,2/5/2021,Oxford/AstraZeneca,1234
Portugal,2/5/2021,Pfizer/BioNTech,432169
Portugal,2/5/2021,Sinopharm/Beijing,93
Portugal,2/5/2021,Sinovac,210
Portugal,2/12/2021,Johnson&Johnson,66
Portugal,2/12/2021,Moderna,14728
Portugal,2/12/2021,Novavax,7
Portugal,2/12/2021,Oxford/AstraZeneca,11206
Portugal,2/12/2021,Pfizer/BioNTech,560526
Portugal,2/12/2021,Sinopharm/Beijing,120
Portugal,2/12/2021,Sinovac,305
Portugal,2/19/2021,Covaxin,4
Portugal,2/19/2021,Johnson&Johnson,72
Portugal,2/19/2021,Moderna,26548
Portugal,2/19/2021,Novavax,11
Portugal,2/19/2021,Oxford/AstraZeneca,53611
Portugal,2/19/2021,Pfizer/BioNTech,661432
Portugal,2/19/2021,Sinopharm/Beijing,133
Portugal,2/19/2021,Sinovac,414
Portugal,2/26/2021,Covaxin,5
Portugal,2/26/2021,Johnson&Johnson,79
Portugal,2/26/2021,Moderna,30901
Portugal,2/26/2021,Novavax,13
Portugal,2/26/2021,Oxford/AstraZeneca,115437
Portugal,2/26/2021,Pfizer/BioNTech,794500
Portugal,2/26/2021,Sinopharm/Beijing,153
Portugal,2/26/2021,Sinovac,494
Portugal,3/5/2021,Johnson&Johnson,146
Portugal,3/5/2021,Moderna,59350
Portugal,3/5/2021,Novavax,15
Portugal,3/5/2021,Oxford/AstraZeneca,155945
Portugal,3/5/2021,Pfizer/BioNTech,900546
Portugal,3/5/2021,Sinopharm/Beijing,181
Portugal,3/5/2021,Sinovac,606
Portugal,3/12/2021,Johnson&Johnson,240
Portugal,3/12/2021,Moderna,64151
Portugal,3/12/2021,Novavax,20
Portugal,3/12/2021,Oxford/AstraZeneca,210507
Portugal,3/12/2021,Pfizer/BioNTech,992543
Portugal,3/12/2021,Sinopharm/Beijing,207
Portugal,3/12/2021,Sinovac,712
Portugal,3/19/2021,Covaxin,6
Portugal,3/19/2021,Johnson&Johnson,323
Portugal,3/19/2021,Moderna,90985
Portugal,3/19/2021,Novavax,23
Portugal,3/19/2021,Oxford/AstraZeneca,235796
Portugal,3/19/2021,Pfizer/BioNTech,1135823
Portugal,3/19/2021,Sinopharm/Beijing,235
Portugal,3/19/2021,Sinovac,848
Portugal,3/26/2021,Covaxin,8
Portugal,3/26/2021,Johnson&Johnson,384
Portugal,3/26/2021,Moderna,103359
Portugal,3/26/2021,Novavax,26
Portugal,3/26/2021,Oxford/AstraZeneca,353591
Portugal,3/26/2021,Pfizer/BioNTech,1288554
Portugal,3/26/2021,Sinopharm/Beijing,294
Portugal,3/26/2021,Sinovac,1119
Portugal,4/2/2021,Covaxin,9
Portugal,4/2/2021,Johnson&Johnson,499
Portugal,4/2/2021,Moderna,135221
Portugal,4/2/2021,Novavax,28
Portugal,4/2/2021,Oxford/AstraZeneca,407721
Portugal,4/2/2021,Pfizer/BioNTech,1429000
Portugal,4/2/2021,Sinopharm/Beijing,325
Portugal,4/2/2021,Sinovac,1371
Portugal,4/9/2021,Covaxin,10
Portugal,4/9/2021,Johnson&Johnson,715
Portugal,4/9/2021,Moderna,173774
Portugal,4/9/2021,Novavax,30
Portugal,4/9/2021,Oxford/AstraZeneca,461806
Portugal,4/9/2021,Pfizer/BioNTech,1650563
Portugal,4/9/2021,Sinopharm/Beijing,365
Portugal,4/9/2021,Sinovac,1553
Portugal,4/16/2021,Covaxin,11
Portugal,4/16/2021,Johnson&Johnson,790
Portugal,4/16/2021,Moderna,205145
Portugal,4/16/2021,Novavax,33
Portugal,4/16/2021,Oxford/AstraZeneca,630067
Portugal,4/16/2021,Pfizer/BioNTech,1935596
Portugal,4/16/2021,Sinopharm/Beijing,421
Portugal,4/16/2021,Sinovac,1704
Portugal,4/23/2021,Covaxin,12
Portugal,4/23/2021,Johnson&Johnson,812
Portugal,4/23/2021,Moderna,223200
Portugal,4/23/2021,Novavax,36
Portugal,4/23/2021,Oxford/AstraZeneca,710824
Portugal,4/23/2021,Pfizer/BioNTech,2191983
Portugal,4/23/2021,Sinopharm/Beijing,466
Portugal,4/23/2021,Sinovac,1959
Portugal,4/30/2021,Covaxin,13
Portugal,4/30/2021,Johnson&Johnson,2281
Portugal,4/30/2021,Moderna,252774
Portugal,4/30/2021,Novavax,38
Portugal,4/30/2021,Oxford/AstraZeneca,820241
Portugal,4/30/2021,Pfizer/BioNTech,2492787
Portugal,4/30/2021,Sinopharm/Beijing,513
Portugal,4/30/2021,Sinovac,2137
Portugal,5/7/2021,Covaxin,15
Portugal,5/7/2021,Johnson&Johnson,14925
Portugal,5/7/2021,Moderna,310018
Portugal,5/7/2021,Oxford/AstraZeneca,969380
Portugal,5/7/2021,Pfizer/BioNTech,2871573
Portugal,5/7/2021,Sinopharm/Beijing,555
Portugal,5/7/2021,Sinovac,2221
Portugal,5/14/2021,Covaxin,18
Portugal,5/14/2021,Johnson&Johnson,32954
Portugal,5/14/2021,Moderna,384595
Portugal,5/14/2021,Novavax,39
Portugal,5/14/2021,Oxford/AstraZeneca,1096447
Portugal,5/14/2021,Pfizer/BioNTech,3253568
Portugal,5/14/2021,Sinopharm/Beijing,603
Portugal,5/14/2021,Sinovac,2307
Portugal,5/21/2021,Covaxin,22
Portugal,5/21/2021,Johnson&Johnson,57193
Portugal,5/21/2021,Moderna,445903
Portugal,5/21/2021,Novavax,43
Portugal,5/21/2021,Oxford/AstraZeneca,1218768
Portugal,5/21/2021,Pfizer/BioNTech,3578199
Portugal,5/21/2021,Sinopharm/Beijing,652
Portugal,5/21/2021,Sinovac,2416
Portugal,5/28/2021,Covaxin,28
Portugal,5/28/2021,Johnson&Johnson,107033
Portugal,5/28/2021,Moderna,523200
Portugal,5/28/2021,Novavax,44
Portugal,5/28/2021,Oxford/AstraZeneca,1273333
Portugal,5/28/2021,Pfizer/BioNTech,3965001
Portugal,5/28/2021,Sinopharm/Beijing,708
Portugal,5/28/2021,Sinovac,2485
Portugal,6/4/2021,Covaxin,30
Portugal,6/4/2021,Johnson&Johnson,164140
Portugal,6/4/2021,Moderna,595177
Portugal,6/4/2021,Novavax,45
Portugal,6/4/2021,Oxford/AstraZeneca,1322235
Portugal,6/4/2021,Pfizer/BioNTech,4364515
Portugal,6/4/2021,Sinopharm/Beijing,863
Portugal,6/4/2021,Sinovac,2545
Portugal,6/11/2021,Covaxin,35
Portugal,6/11/2021,Johnson&Johnson,192761
Portugal,6/11/2021,Moderna,697424
Portugal,6/11/2021,Novavax,48
Portugal,6/11/2021,Oxford/AstraZeneca,1350474
Portugal,6/11/2021,Pfizer/BioNTech,4825216
Portugal,6/11/2021,Sinopharm/Beijing,948
Portugal,6/11/2021,Sinovac,2607
Portugal,6/18/2021,Covaxin,38
Portugal,6/18/2021,Johnson&Johnson,228903
Portugal,6/18/2021,Moderna,773333
Portugal,6/18/2021,Oxford/AstraZeneca,1436355
Portugal,6/18/2021,Pfizer/BioNTech,5367744
Portugal,6/18/2021,Sinopharm/Beijing,1063
Portugal,6/18/2021,Sinovac,2697
Portugal,6/25/2021,Covaxin,46
Portugal,6/25/2021,Johnson&Johnson,274204
Portugal,6/25/2021,Moderna,850110
Portugal,6/25/2021,Novavax,52
Portugal,6/25/2021,Oxford/AstraZeneca,1531854
Portugal,6/25/2021,Pfizer/BioNTech,5880151
Portugal,6/25/2021,Sinopharm/Beijing,1203
Portugal,6/25/2021,Sinovac,2831
Portugal,7/2/2021,Covaxin,50
Portugal,7/2/2021,Johnson&Johnson,301184
Portugal,7/2/2021,Moderna,920568
Portugal,7/2/2021,Novavax,56
Portugal,7/2/2021,Oxford/AstraZeneca,1719700
Portugal,7/2/2021,Pfizer/BioNTech,6424531
Portugal,7/2/2021,Sinopharm/Beijing,1313
Portugal,7/2/2021,Sinovac,2949
Portugal,7/9/2021,Covaxin,52
Portugal,7/9/2021,Johnson&Johnson,340752
Portugal,7/9/2021,Moderna,1011061
Portugal,7/9/2021,Novavax,61
Portugal,7/9/2021,Oxford/AstraZeneca,1974643
Portugal,7/9/2021,Pfizer/BioNTech,7101721
Portugal,7/9/2021,Sinopharm/Beijing,1482
Portugal,7/9/2021,Sinovac,3056
Portugal,7/16/2021,Covaxin,56
Portugal,7/16/2021,Johnson&Johnson,457218
Portugal,7/16/2021,Moderna,1164178
Portugal,7/16/2021,Novavax,64
Portugal,7/16/2021,Oxford/AstraZeneca,2063287
Portugal,7/16/2021,Pfizer/BioNTech,7517619
Portugal,7/16/2021,Sinopharm/Beijing,1619
Portugal,7/16/2021,Sinovac,3227
Portugal,7/23/2021,Covaxin,57
Portugal,7/23/2021,Johnson&Johnson,591030
Portugal,7/23/2021,Moderna,1257977
Portugal,7/23/2021,Novavax,68
Portugal,7/23/2021,Oxford/AstraZeneca,2126883
Portugal,7/23/2021,Pfizer/BioNTech,7901724
Portugal,7/23/2021,Sinopharm/Beijing,1741
Portugal,7/23/2021,Sinovac,3527
Portugal,7/30/2021,Covaxin,58
Portugal,7/30/2021,Johnson&Johnson,693845
Portugal,7/30/2021,Moderna,1332822
Portugal,7/30/2021,Novavax,73
Portugal,7/30/2021,Oxford/AstraZeneca,2185445
Portugal,7/30/2021,Pfizer/BioNTech,8274976
Portugal,7/30/2021,Sinopharm/Beijing,1903
Portugal,7/30/2021,Sinovac,3785
Portugal,8/6/2021,Covaxin,61
Portugal,8/6/2021,Johnson&Johnson,811282
Portugal,8/6/2021,Moderna,1407683
Portugal,8/6/2021,Novavax,77
Portugal,8/6/2021,Oxford/AstraZeneca,2209419
Portugal,8/6/2021,Pfizer/BioNTech,8698209
Portugal,8/6/2021,Sinopharm/Beijing,2069
Portugal,8/6/2021,Sinovac,4053
Portugal,8/13/2021,Covaxin,69
Portugal,8/13/2021,Johnson&Johnson,954611
Portugal,8/13/2021,Moderna,1515976
Portugal,8/13/2021,Novavax,81
Portugal,8/13/2021,Oxford/AstraZeneca,2222816
Portugal,8/13/2021,Pfizer/BioNTech,8964422
Portugal,8/13/2021,Sinopharm/Beijing,2211
Portugal,8/13/2021,Sinovac,4298
Portugal,8/20/2021,Covaxin,72
Portugal,8/20/2021,Johnson&Johnson,1064151
Portugal,8/20/2021,Moderna,1597254
Portugal,8/20/2021,Novavax,85
Portugal,8/20/2021,Oxford/AstraZeneca,2230416
Portugal,8/20/2021,Pfizer/BioNTech,9193719
Portugal,8/20/2021,Sinopharm/Beijing,2333
Portugal,8/20/2021,Sinovac,4629
Portugal,8/27/2021,Johnson&Johnson,1105678
Portugal,8/27/2021,Moderna,1683663
Portugal,8/27/2021,Novavax,88
Portugal,8/27/2021,Oxford/AstraZeneca,2236508
Portugal,8/27/2021,Pfizer/BioNTech,9361514
Portugal,8/27/2021,Sinopharm/Beijing,2453
Portugal,8/27/2021,Sinovac,4865
Portugal,9/3/2021,Johnson&Johnson,1121561
Portugal,9/3/2021,Moderna,1778432
Portugal,9/3/2021,Novavax,91
Portugal,9/3/2021,Oxford/AstraZeneca,2241000
Portugal,9/3/2021,Pfizer/BioNTech,9529500
Portugal,9/3/2021,Sinopharm/Beijing,2565
Portugal,9/3/2021,Sinovac,5105
Portugal,9/10/2021,Johnson&Johnson,1125415
Portugal,9/10/2021,Moderna,1826498
Portugal,9/10/2021,Novavax,94
Portugal,9/10/2021,Oxford/AstraZeneca,2243321
Portugal,9/10/2021,Pfizer/BioNTech,9673962
Portugal,9/10/2021,Sinopharm/Beijing,2672
Portugal,9/10/2021,Sinovac,5278
Portugal,9/17/2021,Covaxin,73
Portugal,9/17/2021,Johnson&Johnson,1128414
Portugal,9/17/2021,Moderna,1873070
Portugal,9/17/2021,Novavax,95
Portugal,9/17/2021,Oxford/AstraZeneca,2247386
Portugal,9/17/2021,Pfizer/BioNTech,9788932
Portugal,9/17/2021,Sinopharm/Beijing,2760
Portugal,9/17/2021,Sinovac,5438
Portugal,9/24/2021,Johnson&Johnson,1130327
Portugal,9/24/2021,Moderna,1921724
Portugal,9/24/2021,Novavax,98
Portugal,9/24/2021,Oxford/AstraZeneca,2251751
Portugal,9/24/2021,Pfizer/BioNTech,9828862
Portugal,9/24/2021,Sinopharm/Beijing,2839
Portugal,9/24/2021,Sinovac,5574
Portugal,10/1/2021,Johnson&Johnson,1131930
Portugal,10/1/2021,Moderna,1956210
Portugal,10/1/2021,Oxford/AstraZeneca,2254808
Portugal,10/1/2021,Pfizer/BioNTech,9854412
Portugal,10/1/2021,Sinopharm/Beijing,2900
Portugal,10/1/2021,Sinovac,5656
Portugal,10/8/2021,Johnson&Johnson,1134115
Portugal,10/8/2021,Moderna,1983698
Portugal,10/8/2021,Novavax,99
Portugal,10/8/2021,Oxford/AstraZeneca,2257137
Portugal,10/8/2021,Pfizer/BioNTech,9870969
Portugal,10/8/2021,Sinopharm/Beijing,2960
Portugal,10/8/2021,Sinovac,5722
Portugal,10/15/2021,Johnson&Johnson,1134366
Portugal,10/15/2021,Moderna,2007564
Portugal,10/15/2021,Novavax,102
Portugal,10/15/2021,Oxford/AstraZeneca,2258876
Portugal,10/15/2021,Pfizer/BioNTech,9921665
Portugal,10/15/2021,Sinopharm/Beijing,3020
Portugal,10/15/2021,Sinovac,5771
Portugal,10/22/2021,Johnson&Johnson,1134568
Portugal,10/22/2021,Moderna,2022206
Portugal,10/22/2021,Novavax,104
Portugal,10/22/2021,Oxford/AstraZeneca,2260636
Portugal,10/22/2021,Pfizer/BioNTech,10059821
Portugal,10/22/2021,Sinopharm/Beijing,3069
Portugal,10/22/2021,Sinovac,5829
Portugal,10/29/2021,Johnson&Johnson,1134706
Portugal,10/29/2021,Moderna,2032745
Portugal,10/29/2021,Novavax,105
Portugal,10/29/2021,Oxford/AstraZeneca,2262042
Portugal,10/29/2021,Pfizer/BioNTech,10192184
Portugal,10/29/2021,Sinopharm/Beijing,3118
Portugal,10/29/2021,Sinovac,5866
Portugal,11/5/2021,Johnson&Johnson,1134819
Portugal,11/5/2021,Moderna,2038237
Portugal,11/5/2021,Oxford/AstraZeneca,2262438
Portugal,11/5/2021,Pfizer/BioNTech,10316559
Portugal,11/5/2021,Sinopharm/Beijing,3152
Portugal,11/5/2021,Sinovac,5907
Portugal,11/12/2021,Johnson&Johnson,1134920
Portugal,11/12/2021,Moderna,2051347
Portugal,11/12/2021,Oxford/AstraZeneca,2262750
Portugal,11/12/2021,Pfizer/BioNTech,10503292
Portugal,11/12/2021,Sinopharm/Beijing,3196
Portugal,11/12/2021,Sinovac,5944
Portugal,11/19/2021,Johnson&Johnson,1134987
Portugal,11/19/2021,Moderna,2068156
Portugal,11/19/2021,Novavax,108
Portugal,11/19/2021,Oxford/AstraZeneca,2263138
Portugal,11/19/2021,Pfizer/BioNTech,10766174
Portugal,11/19/2021,Sinopharm/Beijing,3227
Portugal,11/19/2021,Sinovac,5984
Portugal,11/26/2021,Covaxin,74
Portugal,11/26/2021,Johnson&Johnson,1135081
Portugal,11/26/2021,Moderna,2097100
Portugal,11/26/2021,Novavax,110
Portugal,11/26/2021,Oxford/AstraZeneca,2263466
Portugal,11/26/2021,Pfizer/BioNTech,11198461
Portugal,11/26/2021,Sinopharm/Beijing,3261
Portugal,11/26/2021,Sinovac,6019
Portugal,12/3/2021,Covaxin,76
Portugal,12/3/2021,Johnson&Johnson,1135183
Portugal,12/3/2021,Moderna,2147045
Portugal,12/3/2021,Novavax,111
Portugal,12/3/2021,Oxford/AstraZeneca,2263743
Portugal,12/3/2021,Pfizer/BioNTech,11641631
Portugal,12/3/2021,Sinopharm/Beijing,3288
Portugal,12/3/2021,Sinovac,6043
Portugal,12/10/2021,Johnson&Johnson,1135320
Portugal,12/10/2021,Moderna,2236373
Portugal,12/10/2021,Novavax,112
Portugal,12/10/2021,Oxford/AstraZeneca,2263895
Portugal,12/10/2021,Pfizer/BioNTech,12057231
Portugal,12/10/2021,Sinopharm/Beijing,3309
Portugal,12/10/2021,Sinovac,6064
Portugal,12/17/2021,Covaxin,78
Portugal,12/17/2021,Johnson&Johnson,1135453
Portugal,12/17/2021,Moderna,2301314
Portugal,12/17/2021,Oxford/AstraZeneca,2264059
Portugal,12/17/2021,Pfizer/BioNTech,12309264
Portugal,12/17/2021,Sinopharm/Beijing,3334
Portugal,12/17/2021,Sinovac,6095
Portugal,12/24/2021,Johnson&Johnson,1135541
Portugal,12/24/2021,Moderna,2390800
Portugal,12/24/2021,Oxford/AstraZeneca,2264238
Portugal,12/24/2021,Pfizer/BioNTech,12494307
Portugal,12/24/2021,Sinopharm/Beijing,3354
Portugal,12/24/2021,Sinovac,6107
Portugal,12/31/2021,Covaxin,79
Portugal,12/31/2021,Johnson&Johnson,1135593
Portugal,12/31/2021,Moderna,2526269
Portugal,12/31/2021,Oxford/AstraZeneca,2264410
Portugal,12/31/2021,Pfizer/BioNTech,12777639
Portugal,12/31/2021,Sinopharm/Beijing,3367
Portugal,12/31/2021,Sinovac,6118
Portugal,1/7/2022,Johnson&Johnson,1135683
Portugal,1/7/2022,Moderna,2639356
Portugal,1/7/2022,Novavax,113
Portugal,1/7/2022,Oxford/AstraZeneca,2264554
Portugal,1/7/2022,Pfizer/BioNTech,13087225
Portugal,1/7/2022,Sinopharm/Beijing,3381
Portugal,1/7/2022,Sinovac,6134
Portugal,1/14/2022,Johnson&Johnson,1135763
Portugal,1/14/2022,Moderna,2831470
Portugal,1/14/2022,Novavax,114
Portugal,1/14/2022,Oxford/AstraZeneca,2264759
Portugal,1/14/2022,Pfizer/BioNTech,13476698
Portugal,1/14/2022,Sinopharm/Beijing,3396
Portugal,1/14/2022,Sinovac,6154
Portugal,1/21/2022,Johnson&Johnson,1135824
Portugal,1/21/2022,Moderna,3014878
Portugal,1/21/2022,Novavax,116
Portugal,1/21/2022,Oxford/AstraZeneca,2264933
Portugal,1/21/2022,Pfizer/BioNTech,13890706
Portugal,1/21/2022,Sinopharm/Beijing,3408
Portugal,1/21/2022,Sinovac,6163
Portugal,1/28/2022,Johnson&Johnson,1135871
Portugal,1/28/2022,Moderna,3181360
Portugal,1/28/2022,Novavax,117
Portugal,1/28/2022,Oxford/AstraZeneca,2265123
Portugal,1/28/2022,Pfizer/BioNTech,14271826
Portugal,1/28/2022,Sinopharm/Beijing,3427
Portugal,1/28/2022,Sinovac,6170
Portugal,2/4/2022,Covaxin,80
Portugal,2/4/2022,Johnson&Johnson,1135938
Portugal,2/4/2022,Moderna,3331742
Portugal,2/4/2022,Oxford/AstraZeneca,2265267
Portugal,2/4/2022,Pfizer/BioNTech,14554893
Portugal,2/4/2022,Sinopharm/Beijing,3436
Portugal,2/4/2022,Sinovac,6177
Portugal,2/11/2022,Johnson&Johnson,1136021
Portugal,2/11/2022,Moderna,3468950
Portugal,2/11/2022,Oxford/AstraZeneca,2265441
Portugal,2/11/2022,Pfizer/BioNTech,14794428
Portugal,2/11/2022,Sinopharm/Beijing,3452
Portugal,2/11/2022,Sinovac,6187
Portugal,2/18/2022,Johnson&Johnson,1136098
Portugal,2/18/2022,Moderna,3531553
Portugal,2/18/2022,Oxford/AstraZeneca,2265622
Portugal,2/18/2022,Pfizer/BioNTech,14910970
Portugal,2/18/2022,Sinopharm/Beijing,3466
Portugal,2/18/2022,Sinovac,6193
Portugal,2/25/2022,Johnson&Johnson,1136152
Portugal,2/25/2022,Moderna,3554576
Portugal,2/25/2022,Oxford/AstraZeneca,2265741
Portugal,2/25/2022,Pfizer/BioNTech,14957785
Portugal,2/25/2022,Sinopharm/Beijing,3475
Portugal,2/25/2022,Sinovac,6200
Portugal,3/4/2022,Johnson&Johnson,1136194
Portugal,3/4/2022,Moderna,3568670
Portugal,3/4/2022,Novavax,118
Portugal,3/4/2022,Oxford/AstraZeneca,2265807
Portugal,3/4/2022,Pfizer/BioNTech,14984318
Portugal,3/4/2022,Sinopharm/Beijing,3485
